integrated_code,integrated_name,주요전공명,전문교과 관련 교과목,취업률_전체,취업률_남,취업률_여
195,반도체학과,"반도체공학, 반도체물리학, 전자회로설계, 반도체공정, 반도체 공정실습","심화수학IᆞII, 고급 수학IᆞII, 고급 물리학, 물리학 실험, 고급 화학, 화학 실험, 정보과학, 융합과학탐구, 과학과제연구, 공업 일반, 반도체 개발, 프로그래밍, 자료구조",80.4,81.2,76.7
196,방사선과,"방사선학개론, 인체해부생리학, 방사선물리학, 방사선생물학, 진료영상기기관리학실습","고급화학 및 고급 생명과학, 화학실험 및 생명과학실험, 과학과제 연구, 인체 구조와 기능, 기초 간호 임상 실무, 보건 간호",77.2,72.5,79.0
199,방송영상과,"방송학개론, 영상연출론, 영화사, 디지털영상편집, 3D촬영","지역 이해, 세계 문제와 미래 사회, 현대 세계의 변화, 사회 탐구 방법 및 사회과제 연구, 커뮤니케이션, 미디어 콘텐츠 일반, 문화 콘텐츠 산업 일반, 영상 제작 기초, 방송 일반, 빅데이터 분석",72.2,76.8,69.1
200,방송제작과,"방송기획, 방송영상학개론, 스튜디오촬영실습, 영상디자인, 작품분석","지역 이해, 세계 문제와 미래 사회, 현대 세계의 변화, 사회 탐구 방법 및 사회과제 연구, 커뮤니케이션, 미디어 콘텐츠 일반, 문화 콘텐츠 산업 일반, 영상 제작 기초, 방송 일반, 빅데이터 분석",72.2,76.8,69.1
202,법률과,"민법, 행정법, 헌법, 형법, 법률실무, 법과사회","지역 이해, 세계 문제와 미래 사회, 현대 세계의 변화, 사회 탐구 방법 및 사회과제 연구, 인간 발달, 커뮤니케이션, 빅데이터 분석",62.7,61.2,63.9
203,법학과,"민법총칙, 상법총칙, 헌법, 형법총론, 형사소송법","지역 이해, 세계 문제와 미래 사회, 현대 세계의 변화, 사회 탐구 방법 및 사회과제 연구, 인간 발달, 커뮤니케이션, 빅데이터 분석",55.3,60.5,51.2
208,벤처창업학과,"중소벤처경영론, 마케팅, 경제원론, 경영학원론, 회계원리","심화 수학I, 정보과학, 국제 경제, 세계 문제와 미래 사회, 사회 탐구 방법 및 사회과제 연구, 기업과 경영, 회계 정보 처리 시스템, 금융 일반, 마케팅과 광고, 창업 일반, 커뮤니케이션, 유통 관리",68.5,70.3,66.6
210,보건관리학과,"공중보건학, 환경보건학, 보건교육론, 보건의료자료분석론, 보건관리학","정보과학, 과학 과제 연구, 정보 보호 관리, 정보 처리와 관리, 공중 보건, 인체 구조와 기능, 기초 간호 임상 실무, 보건간호",77.6,77.2,77.7
213,보건행정과,"보건행정학, 공중보건학개론, 병원통계, 의무기록학, 병원서비스매너","정보, 과학, 과학과제 연구, 정보 보호 관리, 정보 처리와 관리, 공중 보건, 인체 구조와 기능, 기초 간호 임상 실무, 보건 간호",77.2,72.5,79.0
214,보건행정학과,"병원재무관리론, 의료관계법규, 의무기록관리학, 환경보건학, 보건경제학","정보 과학, 과학 과제 연구, 정보 보호 관리, 정보 처리와 관리, 공중 보건, 인체 구조와 기능, 기초 간호 임상 실무, 보건 간호",58.7,61.7,55.8
215,보건환경과,"환경학개론, 환경보건정보, 수질오염개론, 대기오염공정실험, 상하수도공학","정보, 과학, 과학과제 연구, 정보 보호 관리, 정보 처리와 관리, 공중 보건, 인체 구조와 기능, 기초 간호 임상 실무, 보건 간호",77.2,72.5,79.0
216,보석감정과,"보석감정, 보석디자인, 보석학, 보석개론, 주얼리 캐드(CAD)","미술 이론, 미술사, 드로잉 미술 전공 실기, 디자인 일반, 시각디자인, 색체 관리",64.2,67.8,63.6
220,부동산과,"입지컨설팅론, 부동산 중개 및 마케팅론, 부동산 금융론, 부동산세제, 토지 정책론","지역 이해, 세계 문제와 미래 사회, 현대 세계의 변화, 사회 탐구 방법 및 사회과제 연구, 공간정보융합서비스, 빅데이터 분석, 인간과 환경, 환경 보전",68.0,70.4,65.9
221,부동산학과,"입지컨설팅론, 부동산 중개 및 마케팅론, 부동산 금융론, 부동산세제, 토지 정책론","지역 이해, 세계 문제와 미래 사회, 현대 세계의 변화, 사회 탐구 방법 및 사회과제 연구, 공간정보융합서비스, 빅데이터 분석, 인간과 환경, 환경 보전",68.5,70.3,66.6
226,불어불문학과,"근대불문학, 불문학의 이해, 불어구조의 이해, 불어음성학, 불정치ᆞ경제연구, 프랑스어회화","전공기초 프랑스어, 프랑스어 회화, 프랑스어권 문화, 국제 관계와 국제기구, 국제 경제, 국제 정치, 지역 이해. 사회과제 연구, 서양 조리",60.8,65.1,59.6
227,비서행정과,"사무문서작성, 비서학개론, 영문서작성, 사무회계, 행정학개론","국제 정치, 국제 경제, 국제법, 지역 이해, 비교 문화, 세계 문제와 미래 사회, 국제 관계와 국제기구, 현대 세계의 변화, 사회 탐구 방법 및 사회 과제 연구, 커뮤니케이션, 정보 처리와 관리 정보 보호 관리, 빅데이터 분석",73.7,76.1,73.4
228,비서행정학과,"비서문화론, 비서실무론, 비서학개론, 조직관리론, 인간관계론","국제 정치, 국제 경제, 국제법, 지역 이해, 비교 문화, 세계 문제와 미래 사회, 국제 관계와 국제기구, 현대 세계의 변화, 사회 탐구 방법 및 사회과제 연구, 커뮤니케이션, 정보처리와 관리, 정보 보호 관리, 빅데이터 분석",58.7,61.7,55.8
232,사진과,"사진사, 사진학개론, 기초사진, 사진촬영실습, 광고사진","미술 이론, 미술사, 드로잉 미술 전공 실기, 디자인 일반, 시각디자인, 색체 관리",67.9,65.3,68.9
234,사진영상학과,"기초영상, 사진미학, 영상편집, 포토저널리즘, 광고사진, 영상미디어","미술 이론, 미술사, 드로잉, 미술 전공 실기, 디자인 일반, 시각 디자인, 색채 관리",67.9,65.3,68.9
236,사학과,"동양고대사, 동양근대사, 동양중세사, 동양현대사, 사학개론","사회탐구 방법, 사회과제 연구, 한국 사회의 이해, 비교 문화, 지역 이해, 문화콘텐츠 산업 일반",56.9,57.2,56.6
239,사회복지과,"사회복지개론, 사회보장론, 사회복지실천기술론, 사회복지현장실습, 인간행동과 사회환경","지역 이해, 세계 문제와 미래 사회, 현대 세계의 변화, 사회 탐구 방법 및 사회과제 연구, 사무 행정, 인간 발달, 아동 복지, 복지 서비스의 기초, 대인 복지 서비스",69.1,71.2,68.2
240,사회복지학과,"사회복지개론, 사회복지정책론, 자원봉사론, 지역사회복지론, 사회복지법제","지역 이해, 세계 문제와 미래 사회, 현대 세계의 변화, 사회 탐구 방법 및 사회과제 연구, 사무 행정, 인간 발달, 아동 복지, 복지 서비스의 기초, 대인 복지 서비스",64.9,65.1,64.9
241,사회체육과,"스포츠사회학, 사회체육론, 스포츠경영학, 스포츠심리학, 스포츠영양학","스포츠 개론, 체육 지도법, 체육 전공 실기 기초, 체육 전공 실기 심화, 체육 전공 실기 응용, 인체 구조와 기능, 간호의 기초",72.0,73.6,68.9
242,사회체육학과,"사회체육지도론, 스포츠 의학, 스포츠심리학, 운동생리학, 스포츠심리학, 운동생리학","스포츠 개론, 체육 지도법, 체육 전공 실기 기초, 체육 전공 실기 심화, 체육 전공 실기 응용, 인체 구조와 기능, 간호의 기초",72.0,73.6,68.9
243,사회학과,"경제사회학, 노동사회학, 문화사회학, 사회통계론, 사회조사분석론","국제 경제, 국제법, 지역 이해, 한국 사회의 이해, 비교 문화, 세계 문제와 미래 사회, 국제 관계와 국제기구, 현대 세계의 변화, 사회 탐구 방법 및 사회과제 연구, 커뮤니케이션, 복지 서비스의 기초, 문화 콘텐츠 산업 일반, 빅테이터 분석",58.1,60.4,56.7
245,산림자원학과,"산림문화사, 산림생태학, 산림경영학, 산림이용학, 산림경제학","고급 생명과학, 생명과학 실험, 물리화학 실험, 융합과학 탐구, 과학과제 연구, 생태와 환경, 산림 자원, 산림 휴양, 인간과 환경, 환경화학 기초",59.6,63.4,56.4
246,산업경영과,"산업심리학, 생산운영론, 물류관리론, 산업경영공학개론, 산업회계원론","심화 수학I, 정보과학, 국제 경제, 세계 문제와 미래 사회, 사회 탐구 방법 및 사회과제 연구, 기업과 경영, 회계 정보 처리 시스템, 금융 일반, 마케팅과 광고, 창업 일반, 커뮤니케이션, 유통 관리",68.0,70.4,65.9
247,산업경영학과,"산업심리학, 생산운영론, 물류관리론, 산업경영공학개론, 산업회계원론","심화 수학I, 정보과학, 국제 경제, 세계 문제와 미래 사회, 사회 탐구 방법 및 사회과제 연구, 기업과 경영, 회계 정보 처리 시스템, 금융 일반, 마케팅과 광고, 창업 일반, 커뮤니케이션, 유통 관리",68.5,70.3,66.6
250,산업공학과,"기계공작법, 기술경영, 물류공학, 생산계획, 안전공학","심화수학IᆞII, 고급 수학IᆞII, 고급 물리학, 물리학 실험, 고급 화학, 화학 실험, 정보과학, 융합과학탐구, 과학과제 연구, 생태와 환경, 지역 이해, 세계 문제와 미래 사회, 사회 탐구 방법, 사회과제 연구, 공업 일반, 기업과 경영, 프로그래밍, 빅데이터 분석",76.2,77.1,73.7
252,산업디자인과,"디자인론, 제품디자인, 컴퓨터그래픽, 광고디자인, 색채학","미술 이론, 미술사, 드로잉 미술 전공 실기, 디자인 일반, 시각디자인, 색체 관리",70.1,71.9,69.1
253,산업디자인학과,"디자인론, 공업디자인, 제품디자인, 인간공학","미술 이론, 미술사, 드로잉, 미술 전공 실기, 디자인 일반, 시각 디자인, 색채 관리",70.1,71.9,69.1
255,산업안전과,"산업안전관리, 산업안전보건법, 설비관리, 산업환기, 안전품질관리","심화수학IᆞII, 고급 수학IᆞII, 고급 물리학, 물리학 실험, 고급 화학, 화학 실험, 고급 생명과학, 생명과학 실험, 정보과학, 융합과학 탐구, 과학과제연구, 생태와 환경, 환경 화학 기초, 산업 안전 보건 기초",77.2,72.5,79.0
257,사회복지상담과,"상담심리이론, 사회복지개론, 상담심리학, 아동상담, 사회복지실천기술론","지역 이해, 세계 문제와 미래 사회, 현대 세계의 변화, 사회 탐구 방법 및 사회과제 연구, 사무 행정, 인간 발달, 아동 복지, 복지 서비스의 기초, 대인 복지 서비스",69.1,71.2,68.2
260,생명공학과,"미생물학, 분자생물공학, 분자유전학, 생물공정공학, 생물통계학","심화수학IᆞII, 고급 수학IᆞII, 고급 화학, 화학 실험, 고급 생명과학, 생명과학 실험, 정보과학, 융합과학탐구, 과학과제연구, 생태와 환경, 인간과 환경",65.9,69.3,63.0
261,생명과학과,"세포생물학, 식물분류학 및 실험, 유전학, 일반생태학 및 실험, 동물형태학 및 실험","고급 생명과학, 생명과학 실험, 과학과제연구, 융합과학 탐구, 생태와 환경, 정보과학, 사회탐구 방법, 생명공학 기술, 인간과 환경",65.9,69.3,63.0
265,생물학과,"미생물학 및 실험, 생태학 및 실험, 세포막생화학, 유전학, 자원식물학","고급 생명과학, 생명과학 실험, 과학과제연구, 융합과학 탐구, 생태와 환경, 정보과학, 사회탐구 방법, 생명공학 기술, 인간과 환경",62.3,63.9,60.6
267,생화학과,"생화학, 생화학실험, 세포생화학, 발생생화학","고급 생명과학, 생명과학 실험, 과학과제연구, 융합과학 탐구, 생태와 환경, 정보과학, 사회탐구 방법, 생명공학 기술, 인간과 환경",62.3,63.9,60.6
272,서양화과,"드로잉, 미술해부학, 서양미술사, 서양화, 회화기법연구, 소재와 표현","미술 이론, 미술사, 드로잉 미술 전공 실기, 디자인 일반, 시각디자인, 색체 관리",61.3,64.0,60.7
279,섬유공학과,"섬유재료학, 섬유가공학, 염색학, 섬유와 패션, 합성섬유","심화수학IᆞII, 고급 수학IᆞII, 고급 물리학, 물리학 실험, 고급 화학, 화학 실험, 고급 생명과학, 생명과학 실험,생태와 환경, 과학과제연구, 공업 일반, 화학 일반, 재료 일반, 석유화학 제품",66.8,68.6,64.4
281,섬유디자인과,"섬유소재, 소재개발, 직물염색, 섬유생산 공정, 텍스타일디자인","심화수학IᆞII, 고급 수학IᆞII, 고급 물리학, 물리학 실험, 고급 화학, 화학 실험, 고급 생명과학, 생명과학 실험, 생태와 환경, 과학과제연구, 공업 일반, 화학 일반, 재료 일반, 석유화학 제품",69.9,81.3,64.8
282,섬유디자인학과,"섬유디자인론, 섬유패션디자인, 직조, 텍스타일마케팅, 텍스타일디자인, 섬유소재분석론","미술 이론, 미술사, 드로잉, 미술 전공 실기, 디자인 일반, 시각 디자인, 색채 관리",68.8,71.0,67.5
285,세라믹공학과,"세라믹기초학, 결정학, 바이오 재료, 박막공학, 반도체 소재","심화수학IᆞII, 고급 수학IᆞII, 고급 물리학, 물리학 실험, 고급 화학, 화학 실험, 정보과학, 융합과학탐구, 과학과제연구, 공업 일반, 반도체 개발, 프로그래밍, 자료구조",80.4,81.2,76.7
286,세무학과,"비교조세법, 세무영어, 세무회계, 세법총론, 세무학개론","심화 수학I, 정보과학, 국제 경제, 국제법, 지역 이해, 세계 문제와 미래 사회, 국제 관계와 국제기구, 사회 탐구 방법 및 사회과제 연구, 회계 원리, 세무 일반, 금융 일반, 보험 일반, 예산ᆞ자금, 무역 금융 업무",63.1,64.7,61.8
287,세무회계과,"세무회계, 회계원리, 원가회계, 세법개론, 전산회계실무","심화 수학I, 정보과학, 국제 경제, 국제법, 지역 이해, 세계 문제와 미래 사회, 국제 관계와 국제기구, 사회 탐구 방법 및 사회과제 연구, 회계 원리, 세무 일반, 금융 일반, 보험 일반, 예산ᆞ자금, 무역 금융 업무",61.5,58.3,63.0
288,소방안전관리과,"소방학개론, 소방안전관리론, 소방기계시스템설계론, 소방훈련실무, 위험물질론","심화수학IᆞII, 고급 수학IᆞII, 고급 물리학, 물리학 실험, 고급 화학, 화학 실험, 고급 생명과학, 생명과학 실험, 정보과학, 융합과학 탐구, 과학과제연구, 생태와 환경, 환경 화학 기초, 산업 안전 보건 기초",77.2,72.5,79.0
290,소프트웨어공학과,"소프트웨어 공학, 시스템 프로그래밍, 자료구조, 알고리즘, 프로그래밍","심화수학IᆞII, 고급 수학IᆞII, 고급 물리학, 물리학 실험, 정보과학, 융합과학탐구, 과학과제연구, 지역 이해,, 사회탐구 방법, 사회과제 연구, 프로그래밍, 자료구조, 빅데이터 분석, 사물 인터넷 서비스 기획",69.3,69.5,69.0
296,수의학과,"실험동물의학, 수의내과학, 수의미생물학, 수의병리학, 수의산과학","고급 화학 및 고급 생명과학, 화학실험 및 생명과학 실험, 과학과제 연구, 수의 보조, 애완동물 미용",87.0,88.9,84.8
298,수학과,"기하학, 대수학, 수치해석, 수학사, 해석학","심화수학I, 심화수학II, 고급수학I, 고급수학II, 정보과학, 정보처리와 관리",63.1,64.8,60.8
303,스페인어학과,"스페인어 작문, 초급 스페인어 강독, 통상무역 스페인어, 라틴아메리카 역사와 문화, 라틴아메리카 문학, 스페인어 번역 및 통역","전공기초 스페인어, 스페인어 회화, 스페인어 독해와 작문, 스페인어권 문화, 지역 이해, 사회과제 연구, 서양 조리",58.9,59.4,58.8
304,스포츠마케팅학과,"스포츠마케팅, 스포츠와 법, 스포츠경영론, 스포츠산업론, 스포츠와대중매체","심화 수학I, 정보과학, 국제 경제, 세계 문제와 미래 사회, 사회 탐구 방법 및 사회과제 연구, 기업과 경영, 회계 정보 처리 시스템, 금융 일반, 마케팅과 광고, 창업 일반, 커뮤니케이션, 유통 관리",68.5,70.3,66.6
306,스포츠건강관리학과,"스포츠의학, 재활의학, 운동생화학, 운동생리학, 보건교육학, 건강교육","스포츠 개론, 체육 지도법, 체육 전공 실기 기초, 체육 전공 실기 심화, 체육 전공 실기 응용, 인체 구조와 기능, 간호의 기초",72.0,73.6,68.9
307,스포츠지도학과,"스포츠심리학, 스포츠사회학, 스포츠지도론, 스포츠마케팅, 스포츠재활, 스포츠행정관리","스포츠 개론, 체육 지도법, 체육 전공 실기 기초, 체육 전공 실기 심화, 체육 전공 실기 응용, 인체 구조와 기능, 간호의 기초",72.0,73.6,68.9
308,시각디자인과,"그래픽디자인, 광고디자인, 시각디자인실습, 일러스트레이션, 타이포그래피","미술 이론, 미술사, 드로잉 미술 전공 실기, 디자인 일반, 시각디자인, 색체 관리",67.9,67.1,68.1
309,시각디자인학과,"기초조형, 디자인 드로잉, 시각디자인, 타이포그라피, 컴퓨터 표현기법","미술 이론, 미술사, 드로잉, 미술 전공 실기, 디자인 일반, 시각 디자인, 색채 관리",67.9,67.1,68.1
310,시스템경영공학과,"품질경영공학, 시스템운영관리, 시스템설계, 생산정보시스템, 제품계획론, 기술관리","심화수학IᆞII, 고급 수학IᆞII, 고급 물리학, 물리학 실험, 고급 화학, 화학 실험, 정보과학, 융합과학탐구, 과학과제연구, 생태와 환경, 지역 이해, 세계 문제와 미래 사회, 사회 탐구 방법, 사회과제 연구, 공업일반, 기업과 경영, 프로그래밍. 빅데이터 분석",76.2,77.1,73.7
311,시스템공학과,"제조시스템 입문, 정보시스템분석 및 설계, 시스템소프트웨어론, 컴퓨터응용 제품디자인, 선형대수학, 알고리즘분석","심화수학IᆞII, 고급 수학IᆞII, 고급 물리학, 물리학 실험, 고급 화학, 화학 실험, 정보과학, 융합과학탐구, 과학과제연구, 생태와 환경, 지역 이해, 세계 문제와 미래 사회, 사회 탐구 방법, 사회과제 연구, 공업일반, 기업과 경영, 프로그래밍. 빅데이터 분석",76.2,77.1,73.7
313,식품가공과,"식품화학, 식품영양학, 식품저장학, 식품위생학, 식품재료학, 식품공학","심화수학IᆞII, 고급 수학IᆞII, 고급 화학, 화학 실험, 고급 생명과학, 생명과학실험, 융합과학탐구, 과학과제연구, 생태와 환경, 지역 이해, 세계 문제와 미래 사회, 사회과제 연구, 식품과학, 식품 위생, 식품 분석, 식품 품질 관리",69.4,71.9,67.4
314,식품공학과,"식품분석화학, 식품재료학, 유기화학, 제품개발론, 농, 축산식품가공학","심화수학I,II, 고급수학I,II, 고급 화학, 화학 실험, 고급 생명과학, 생명과학실험, 융합과학탐구, 과학과제연구, 생태와 환경, 지역 이해, 세계 문제와 미래 사회, 사회과제 연구, 식품 과학, 식품 위생, 식품 분석, 식품 품질 관리",66.9,72.0,64.7
317,식품영양과,"식품학, 영양학, 식품분석실험, 영양교육, 영양생화학, 식품화학","생명과학실험, 물리/화학 실험, 융합과학 탐구, 과학과제 연구, 식품과 영양, 식품위생, 급식관리, 식품과학, 식품분석",69.4,71.9,67.4
318,식품영양학과,"기초영양학, 식품가공학, 식품미생물학, 식품학, 영양생리학","생명과학실험, 물리/화학 실험, 융합과학 탐구, 과학 과제 연구, 식품과 영양, 식품위생, 급식관리, 식품과학, 식품분석",66.9,72.0,64.7
320,식품조리과,"식품학, 식품재료이용학, 현장실습, 식품위생학 및 법규, 서양조리실습, 한국조리실습","생명과학실험, 물리/화학 실험, 융합과학 탐구, 과학과제 연구, 식품과 영양, 식품위생, 급식관리, 식품과학, 식품분석",69.4,71.9,67.4
322,신문방송학과,"매스컴원론, 취재보도론, 언론윤리, 방송저널리즘, 언론법","지역 이해, 세계 문제와 미래 사회, 현대 세계의 변화, 사회 탐구 방법 및 사회과제 연구, 커뮤니케이션, 미디어 콘텐츠 일반, 문화 콘텐츠 산업 일반, 영상 제작 기초, 방송 일반, 빅데이터 분석",69.5,69.9,69.3
324,신소재공학과,"재료 과학, 세라믹스개론, 전자재료개론, 무기 재료 공학, 첨단소재공학","심화수학IᆞII, 고급 수학IᆞII, 고급 물리학, 물리학 실험, 고급 화학, 화학 실험, 고급 생명과학, 생명과학 실험, 생태와 환경, 정보과학, 과학과제 연구, 재료 시험, 재료 일반, 산업 설비, 프로그래밍",72.6,74.7,67.8
325,신소재응용과,"고분자공학, 신소재분석화학, 생화학, 시스템공학, 유기화학","심화수학IᆞII, 고급 수학IᆞII, 고급 물리학, 물리학 실험, 고급 화학, 화학 실험, 고급 생명과학, 생명과학 실험, 생태와 환경, 정보과학, 과학과제연구, 재료 시험, 재료 일반, 산업 설비, 프로그래밍",77.8,78.4,70.0
330,심리학과,"사회심리, 생리심리, 성격심리, 심리조사법, 인지심리","사회 탐구 방법 및 사회과제 연구, 인간 발달, 빅데이터 분석",60.9,60.7,61.0
332,아동복지과,"아동복지론, 유아사회교육, 사회복지개론, 아동미술, 언어지도","지역 이해, 세계 문제와 미래 사회, 사회 탐구 방법 및 사회과제 연구, 인간 발달, 아동복지, 생활서비스 산업의 이해, 복지 서비스의 기초",69.1,71.2,68.2
333,아동복지학과,"가족관계, 아동복지론, 아동언어와 문학, 인간발달과 교육, 보육학개론","지역 이해, 세계 문제와 미래 사회, 사회 탐구 방법 및 사회과제 연구, 인간 발달, 아동 복지, 생활서비스 산업의 이해, 복지 서비스의 기초",64.9,65.1,64.9
334,아동학과,"아동관찰, 아동문학, 아동임상심리, 아동발달, 아동문학","지역 이해, 세계 문제와 미래 사회, 현대 세계의 변화, 사회 탐구 방법 및 사회과제 연구, 인간 발달, 아동 복지, 영유아 건강, 안전, 영양 지도, 복지 서비스의 기초",64.9,65.1,64.9
336,아프리카어과,"스와힐리담화형태론, 스와힐리어휘론, 아프리카언어분류, 아프리카역사비교언어학, 아프리카인류 언어학","전공기초 프랑스어, 프랑스어 회화, 프랑스어권 문화, 국제 관계와 국제기구, 국제 경제, 국제 정치, 지역 이해. 사회과제 연구, 서양 조리",61.6,62.5,61.1
337,안경광학과,"안경학, 안과학, 조제 및 가공, 안광학, 기하광학","고급 화학, 화학 실험, 고급 생명과학, 생명과학 실험, 과학과제 연구, 인체 구조와 기능, 기초 간호 임상 실무, 보건 간호, 광학 재료",71.8,73.3,68.9
338,안전공학과,"안전공학개론, 안전관리론, 산업안전보건법규, 건설안전공학, 전기안전공학","심화수학IᆞII, 고급 수학IᆞII, 고급 물리학, 물리학 실험, 고급 화학, 화학 실험, 고급 생명과학, 생명과학 실험, 고급 지구과학, 지구과학 실험, 정보과학, 융합과학탐구, 과학과제연구, 생태와 환경, 지역 이해, 사회과제 연구, 환경 화학 기초, 인간과 환경, 환경 생태 관리, 수질 관리, 대기 관리, 폐기물 관리",75.2,77.6,69.7
339,애니메이션과,"기초드로잉, 영상애니메이션기초, 3D기초그래픽, 콘텐츠기획, 모션그래픽","미술 이론, 미술사, 드로잉 미술 전공 실기, 디자인 일반, 시각디자인, 색체 관리",67.9,65.3,68.9
340,반려동물과,"동물해부생리학, 애완동물영양학, 동물간호학, 애완동물훈련, 동물질병학","고급생명과학, 생명과학 실험, 과학과제 연구, 융합과학 탐구, 생태와 환경, 정보과학, 사회탐구 방법, 생명공학 기술, 인간과 환경",69.3,75.6,66.0
342,해양생명과학과,"무척추동물생태학, 해양생물학, 어류생태학, 해양생물육종학, 수산학 개론","고급 생명과학, 생명과학 실험, 과학과제연구, 융합과학 탐구, 생태와 환경, 정보과학, 사회탐구 방법, 생명공학 기술, 인간과 환경",65.9,69.3,63.0
344,언론홍보학과,"방송학개론, PR론, 디지털미디어 이론, 광고기획론, 저널리즘이론","지역 이해, 세계 문제와 미래 사회, 현대 세계의 변화, 사회 탐구 방법 및 사회과제 연구, 커뮤니케이션, 정보처리와 관리, 방송 일반, 빅데이터 분석",72.6,74.6,71.5
345,언어과학과,"어휘론, 언어와 정보, 언어와 커뮤니케이션, 언어의 이해, 인간과 기호, 언어와 논리","문장론, 문학과 매체, 매체 미술, 정보 과학, 시각 디자인, 정보 처리와 관리",59.0,61.6,57.4
351,연극영화과,"연극개론, 영화개론, 연극미학, 소리훈련, 연극제작","음악이론, 음악사, 시창ᆞ청음, 음악 전공 실기, 음악 콘텐츠 제작",69.0,70.7,67.8
352,연극영화학과,"무대미술의이해, 뮤지컬양식론, 영화사, 영화작가론, 즉흥연기, 희곡분석","음악이론, 음악사, 시창ᆞ청음, 음악 전공 실기, 음악 콘텐츠 제작",69.0,70.7,67.8
354,방송연예과,"영상연기분석기초, 연기론, 호흡과발성, 신체와표현, 작품 및 감독연구","음악이론, 음악사, 시창ᆞ청음, 음악 전공 실기, 음악 콘텐츠 제작",69.0,70.7,67.8
360,미디어영상학과,"디지털 애니메이션, 애니메이션 스튜디오, 영상편집, 컴퓨터 커뮤니케이션기법, 평면조형","미술 이론, 미술사, 드로잉, 미술 전공 실기, 디자인 일반, 시각 디자인, 색채 관리",69.7,71.8,68.9
361,영상콘텐츠과,"멀티미디어개론, 영상분석 및 촬영, 방송영상기획, 디지털영상편집기초, 디지털영상편집실무","미술 이론, 미술사, 드로잉 미술 전공 실기, 디자인 일반, 시각디자인, 색체 관리",69.7,71.8,68.9
362,영상제작과,"TV제작 기본실습, 방송문장론, 영상편집이론, 현장촬영, 방송기술개론","미술 이론, 미술사, 드로잉 미술 전공 실기, 디자인 일반, 시각디자인, 색체 관리",69.7,71.8,68.9
364,영어과,"비즈니스영어, 스피치, 영어강독, 영작문, 영한번역","심화 영어, 심화 영어 회화, 심화 영어 독해, 심화 영어 작문",59.2,55.2,60.6
366,영어영문학과,"영미문학사, 영미비평, 영미소설, 영어음성학, 영작문","심화 영어, 심화 영어 회화, 심화 영어 독해, 심화 영어 작문",61.4,63.4,60.5
367,영어학과,"언어학개론, 영문학사, 영미문화의 이해, 영어발달사, 영어실습","심화 영어, 심화 영어 회화, 심화 영어 독해, 심화 영어 작문",61.4,63.4,60.5
368,영화과,"영화사, 영화제작기초, 시나리오작법, 영화기술, 영화편집","음악이론, 음악사, 시창ᆞ청음, 음악 전공 실기, 음악 콘텐츠 제작",69.0,70.7,67.8
369,예술학과,"박물관학과 미술행정, 영상매체입문, 예술학사, 현대미학, 미술학개론, 서양미술사","미술 이론, 미술사, 드로잉, 미술 전공 실기, 디자인 일반, 시각 디자인, 색채 관리",69.7,71.8,68.9
373,국제학부,"국제관계학개론, 국제안보협력, 국제정치경제, 국제무역, 국제금융","국제 정치, 국제 경제, 국제법, 지역 이해, 비교 문화, 세계 문제와 미래 사회, 국제 관계와 국제기구, 현대 세계의 변화, 사회 탐구 방법 및 사회과제 연구, 커뮤니케이션, 비즈니스 영어",64.9,67.1,63.6
375,외식산업과,"외식산업개론, 식품위생관리, 메뉴개발실습, 식음료경영론, 식품구매 및 원가관리, 외식서비스마케팅","지역이해, 사회과제 연구, 사회탐구 방법, 융합과학 탐구, 생명과학/화학 실험, 과학 과제 연구, 회계원리, 창업 일반, 식품과 영양, 식품위생, 식품과학, 조리",68.0,70.4,65.9
376,외식산업학과,"서비스마케팅, 식품학개론, 외식조리실습, 외식주방관리론, 외식산업론","지역이해, 사회과제 연구, 사회탐구 방법, 융합과학 탐구, 생명과학/화학 실험, 과학 과제 연구, 회계원리, 창업 일반, 식품과 영양, 식품위생, 식품과학, 조리",68.5,70.3,66.6
377,외식조리과,"고급서양조리, 고급중식조리, 일식조리, 한식조리, 외식사업실무, 기초영양학","생명과학실험, 물리/화학 실험, 융합과학 탐구, 과학과제 연구, 식품과 영양, 식품위생, 급식관리, 식품과학, 식품분석",69.4,71.9,67.4
380,우주과학과,"로켓 시스템, 우주천체물리학, 원격 탐사, 천체역학, 태양계탐사","심화 수학I,II, 고급 수학I,II, 고급 물리학, 물리학 실험, 고급 화학, 화학 실험, 고급 지구과학, 지구과학 실험, 정보과학, 융합과학탐구, 과학과제연구, 공업 일반, 기계 일반, 기계 제도, 항공기 일반, 항공기 실무 기초, 항공기 기체 제작, 프로그래밍, 자료구조",62.3,69.0,52.5
382,원예과,"시설원예원론 및 실습, 유전육종학 및 실험, 재배학원론 및 실습, 종묘생산학 및 실습, 채소원예학 및 실습, 화훼디자인","고급 생명과학, 생명과학 실험, 물리화학 실험, 융합과학 탐구, 과학 과제 연구, 생태와 환경, 정보과학, 임산 가공, 제조화학, 생명공학 기술, 산림 자원",77.8,81.9,74.9
383,원예학과,"시설원예학, 식물영양및비료, 원예작물생리학, 원예학범론, 조경학원론","고급 생명과학, 생명과학 실험, 물리화학 실험, 융합과학 탐구, 과학 과제연구, 생태와 환경, 정보과학, 임산 가공, 제조화학, 생명공학 기술, 산림자원",59.6,63.4,56.4
